,X,system,Cause,Effect,rho_Lmax,p_Z,Kendall_tau,Kendall_p,Convergence,Standardized_linkage_strength,direction,biomasss,abundances,trait.effect.abundance.total,abundance.effect.trait.total,trait.effect.abundance,abundance.effect.trait
827,69,TO,abunance.Ischnosoma.sp,size.Ischnosoma.sp,0.201881619,0.177018169,0.981980562,0.001188755,FALSE,0.264845991,abundance affects trait,7.2e-05,0.157894737,0.862745098,0.823529412,0.862745098,0.823529412
828,70,TO,abunance.Chrysomelidae.,size.Chrysomelidae.,0.275105232,0.102100389,1,0.000263214,FALSE,0.360907141,abundance affects trait,2.53863636363636e-05,0.111111111,0.862745098,0.823529412,0.862745098,0.823529412
829,71,TO,abunance.Dryophthorus.konishii,size.Dryophthorus.konishii,0.329909839,0.072515026,1.000000119,0.000836611,FALSE,0.432804625,abundance affects trait,0.000114705,0.157894737,0.862745098,0.823529412,0.862745098,0.823529412
830,72,TO,abunance.Anisolinus.elegans,size.Anisolinus.elegans,0.2259392,0.318477175,0.714285791,0.018741131,FALSE,0.296406833,abundance affects trait,0.000584568,0.111111111,0.862745098,0.823529412,0.862745098,0.823529412
831,73,TO,abunance.Macrodorcas.striatipennis,size.Macrodorcas.striatipennis,0.464270651,0.049299192,1,0.000263214,TRUE,0.609070907,abundance affects trait,0.012317477,0.111111111,0.862745098,0.823529412,0.862745098,0.823529412
832,74,TO,abunance.Curculionidae.,size.Curculionidae.,0.365512691,0.062432606,1.000000119,0.000836611,FALSE,0.479511564,abundance affects trait,5.92272727272727e-05,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
833,75,TO,abunance.Phyllobius.sp,size.Phyllobius.sp,0.207109454,0.17067742,1.000000119,0.000836611,FALSE,0.271704324,abundance affects trait,0.001045636,0.157894737,0.862745098,0.823529412,0.862745098,0.823529412
834,76,TO,abunance.Elateridae.,size.Elateridae.,0.221480635,0.176453867,1.000000119,0.000836611,FALSE,0.290557697,abundance affects trait,0.000408545,0.111111111,0.862745098,0.823529412,0.862745098,0.823529412
835,77,TO,abunance.Aleochara.sp,size.Aleochara.sp,0.341843096,0.077489768,1.000000119,0.000836611,FALSE,0.448459716,abundance affects trait,0.00010475,0.111111111,0.862745098,0.823529412,0.862745098,0.823529412
836,78,TO,abunance.Harpalus.laevipes,size.Harpalus.laevipes,0.17877083,0.207515878,0.571428597,0.063486576,FALSE,0.234527233,abundance affects trait,0.0012595,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
837,79,TO,abunance.Agrypnus.cordicollis,size.Agrypnus.cordicollis,0.178871183,0.207419027,0.571428597,0.063486576,FALSE,0.234658886,abundance affects trait,0.001386955,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
838,80,TO,abunance.Gonocephalum.sp,size.Gonocephalum.sp,0.178832004,0.2074204,0.571428597,0.063486576,FALSE,0.234607488,abundance affects trait,0.001480523,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
839,81,TO,abunance.Acidota.crenata,size.Acidota.crenata,0.432717798,0.025268411,1.000000119,0.000836611,TRUE,0.567677111,abundance affects trait,0.000317955,0.285714286,0.862745098,0.823529412,0.862745098,0.823529412
840,82,TO,abunance.Omaliinae.,size.Omaliinae.,0.227093994,0.177604691,0.714285791,0.018741131,FALSE,0.297921794,abundance affects trait,4.62727272727273e-05,0.25,0.862745098,0.823529412,0.862745098,0.823529412
841,83,TO,abunance.Leiodinae.,size.Leiodinae.,0.487201655,0.011177312,1,0.000263214,TRUE,0.639153807,abundance affects trait,3.56590909090909e-05,0.111111111,0.862745098,0.823529412,0.862745098,0.823529412
842,84,TO,abunance.Quedius.adustus,size.Quedius.adustus,0.461489423,0.027424544,1.000000119,0.000836611,TRUE,0.605422248,abundance affects trait,0.000170045,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
843,85,TO,abunance.Meloe.menoko,size.Meloe.menoko,0.383211305,0.067029447,1.000000119,0.000836611,FALSE,0.502730156,abundance affects trait,0.006343068,0.117647059,0.862745098,0.823529412,0.862745098,0.823529412
844,86,TO,abunance.Sipalinus.gigas,size.Sipalinus.gigas,0.579179078,0.006907973,1.000000119,0.000836611,TRUE,0.759817847,abundance affects trait,0.011483386,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
845,87,TO,abunance.Agelasa.nigriceps,size.Agelasa.nigriceps,0.269638563,0.124333363,0.857142925,0.00443399,FALSE,0.353735485,abundance affects trait,7.71363636363636e-05,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
846,88,TO,abunance.Cryptophagus.sp,size.Cryptophagus.sp,0.284184038,0.107051095,1.000000119,0.000836611,FALSE,0.372817514,abundance affects trait,2.64772727272727e-05,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
847,89,TO,abunance.Dendroxena.sexcarinata,size.Dendroxena.sexcarinata,0.247760102,0.191590134,1.000000119,0.000836611,FALSE,0.325033404,abundance affects trait,0.002657023,0.111111111,0.862745098,0.823529412,0.862745098,0.823529412
848,90,TO,abunance.Bolitobius.setiger,size.Bolitobius.setiger,0.502129112,0.022509909,1.000000119,0.000836611,TRUE,0.658736953,abundance affects trait,0.000187159,0.117647059,0.862745098,0.823529412,0.862745098,0.823529412
849,91,TO,abunance.Anisodactylus.tricuspidatus,size.Anisodactylus.tricuspidatus,0.501420971,0.022749046,1.000000119,0.000836611,TRUE,0.657807951,abundance affects trait,0.000775841,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
850,92,TO,abunance.Hesperus.tiro,size.Hesperus.tiro,0.498788566,0.021892245,1.000000119,0.000836611,TRUE,0.654354532,abundance affects trait,0.000263591,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
851,93,TO,abunance.Nipponoharpalus.discrepans,size.Nipponoharpalus.discrepans,0.30873476,0.111143457,1.000000119,0.000836611,FALSE,0.405025301,abundance affects trait,0.001184841,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
852,94,TO,abunance.Calosoma.maximowiczi,size.Calosoma.maximowiczi,0.430660764,0.115731996,1.000000119,0.000836611,FALSE,0.564978513,abundance affects trait,0.024041955,0.157894737,0.862745098,0.823529412,0.862745098,0.823529412
853,95,TO,abunance.Trox.mutsuensis,size.Trox.mutsuensis,0.314554019,0.158487927,1.000000119,0.000836611,FALSE,0.412659515,abundance affects trait,0.000967909,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
854,96,TO,abunance.Poecilus.samurai,size.Poecilus.samurai,0.314816776,0.158306177,1.000000119,0.000836611,FALSE,0.413004222,abundance affects trait,0.002332455,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
855,97,TO,abunance.Scaphisomini.,size.Scaphisomini.,0.290386213,0.197959565,0.928571463,0.001981735,FALSE,0.38095407,abundance affects trait,1.49090909090909e-05,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
856,98,TO,abunance.Synuchus.sp,size.Synuchus.sp,0.178921294,0.20732636,0.571428597,0.063486576,FALSE,0.234724625,abundance affects trait,0.001251227,0.176470588,0.862745098,0.823529412,0.862745098,0.823529412
857,99,TO,abunance.Hylobius.ezoensis,size.Hylobius.ezoensis,0.27023911,0.123331379,0.857142925,0.00443399,FALSE,0.354523335,abundance affects trait,0.004151545,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
858,100,TO,abunance.Lordithon.sp,size.Lordithon.sp,0.31689233,0.068647805,1.000000119,0.000836611,FALSE,0.415727116,abundance affects trait,7.04772727272727e-05,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
859,101,TO,abunance.Lycoperdina.dux,size.Lycoperdina.dux,0.199246868,0.198747919,1.000000119,0.000836611,FALSE,0.261389494,abundance affects trait,0.000213591,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
860,102,TO,abunance.Domene.curtipennis,size.Domene.curtipennis,0.107687452,0.312253207,0.909241259,0.002769589,FALSE,0.141273832,abundance affects trait,4.17727272727273e-05,1.614444444,0.862745098,0.823529412,0.862745098,0.823529412
861,1,TH,size.Carabus.opaculus,abunance.Carabus.opaculus,0.978676874,5.95923976831614e-09,1,0.000263214,TRUE,1,trait affects abundance,0.106758484,1.284090909,0.720930233,0.813953488,0.720930233,0.813953488
862,2,TH,size.Phelotrupes.laevistriatus,abunance.Phelotrupes.laevistriatus,0.964132626,2.21225524352775e-05,1,0.000263214,TRUE,0.985138867,trait affects abundance,0.176562718,1.073106061,0.720930233,0.813953488,0.720930233,0.813953488
863,3,TH,size.Pterostichus.thunbergi,abunance.Pterostichus.thunbergi,0.952895716,0.000122466,1,0.000263214,TRUE,0.97365713,trait affects abundance,0.171403114,3.501231061,0.720930233,0.813953488,0.720930233,0.813953488
864,4,TH,size.Agrypnus.cordicollis,abunance.Agrypnus.cordicollis,0.436859591,0.037336274,1.000000119,0.000836611,TRUE,0.44637776,trait affects abundance,0.00363575,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
865,5,TH,size.Eusilpha.japonica,abunance.Eusilpha.japonica,0.49393885,0.030114445,1.000000119,0.000836611,TRUE,0.504700646,trait affects abundance,0.053232307,0.472222222,0.720930233,0.813953488,0.720930233,0.813953488
866,6,TH,size.Harpalus.laevipes,abunance.Harpalus.laevipes,0.118102611,0.354343722,0.928571463,0.001981735,FALSE,0.120675796,trait affects abundance,0.001913795,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
867,7,TH,size.Pterostichus.subovatus,abunance.Pterostichus.subovatus,0.220664632,0.211466655,0.944444418,0.000580668,FALSE,0.225472409,trait affects abundance,0.009172795,0.303030303,0.720930233,0.813953488,0.720930233,0.813953488
868,8,TH,size.Aleochara.sp,abunance.Aleochara.sp,0.296502219,0.083175184,0.981980562,0.001188755,FALSE,0.302962323,trait affects abundance,0.000508932,0.176470588,0.720930233,0.813953488,0.720930233,0.813953488
869,9,TH,size.Carabus.albrechti,abunance.Carabus.albrechti,0.574939083,0.034577204,1.000000119,0.000836611,TRUE,0.587465688,trait affects abundance,0.061536,0.333333333,0.720930233,0.813953488,0.720930233,0.813953488
870,10,TH,size.Scolytidae.,abunance.Scolytidae.,0.310552316,0.072959544,0.981980562,0.001188755,FALSE,0.317318539,trait affects abundance,7.06818181818182e-06,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
871,11,TH,size.Tachinus.mimulus,abunance.Tachinus.mimulus,0.397538134,0.044681623,1.000000119,0.000836611,TRUE,0.406199579,trait affects abundance,5.21704545454545e-05,0.125,0.720930233,0.813953488,0.720930233,0.813953488
872,12,TH,size.Mimela.sp,abunance.Mimela.sp,0.384280066,0.100906071,1.000000119,0.000836611,FALSE,0.392652648,trait affects abundance,0.001257682,0.157894737,0.720930233,0.813953488,0.720930233,0.813953488
873,13,TH,size.Bolitobius.setiger,abunance.Bolitobius.setiger,0.34108564,0.131367432,1.000000119,0.000836611,FALSE,0.348517115,trait affects abundance,0.000249273,0.157894737,0.720930233,0.813953488,0.720930233,0.813953488
874,14,TH,size.Synuchus.cycloderus,abunance.Synuchus.cycloderus,0.377723391,0.082378363,1.000000119,0.000836611,FALSE,0.385953118,trait affects abundance,0.018076,0.590909091,0.720930233,0.813953488,0.720930233,0.813953488
875,15,TH,size.Sphaeridiinae.,abunance.Sphaeridiinae.,0.287319338,0.090354408,0.928571463,0.001981735,FALSE,0.293579368,trait affects abundance,3.85681818181818e-05,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
876,16,TH,size.Synuchus.melantho,abunance.Synuchus.melantho,0.309256968,0.073863059,1.000000119,0.000836611,FALSE,0.315994969,trait affects abundance,0.001464455,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
877,17,TH,size.Agelasa.nigriceps,abunance.Agelasa.nigriceps,0.279936561,0.096419856,0.88640523,0.005275846,FALSE,0.286035738,trait affects abundance,0.000419614,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
878,18,TH,size.Physoronia.japonicus,abunance.Physoronia.japonicus,0.122432139,0.288719297,0.88640523,0.005275846,FALSE,0.125099655,trait affects abundance,0.000137205,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
879,19,TH,size.Carabidae.,abunance.Carabidae.,0.127066637,0.281481736,0.88640523,0.005275846,FALSE,0.129835128,trait affects abundance,1.24090909090909e-05,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
880,20,TH,size.Aleocharinae.,abunance.Aleocharinae.,0.368622399,0.076534129,1.000000119,0.000836611,FALSE,0.376653836,trait affects abundance,0.000409364,0.421052632,0.720930233,0.813953488,0.720930233,0.813953488
881,21,TH,size.Platydracus.sharpi,abunance.Platydracus.sharpi,0.424903937,0.025170442,1.000000119,0.000836611,TRUE,0.43416162,trait affects abundance,0.007669955,0.184210526,0.720930233,0.813953488,0.720930233,0.813953488
882,22,TH,size.Staphylinidae.,abunance.Staphylinidae.,0.132922416,0.272451858,1.000000119,0.000836611,FALSE,0.135818491,trait affects abundance,0.000108932,0.238095238,0.720930233,0.813953488,0.720930233,0.813953488
883,23,TH,size.Hylobius.haroldi,abunance.Hylobius.haroldi,0.240681885,0.133168299,0.981980562,0.001188755,FALSE,0.245925792,trait affects abundance,0.00384075,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
884,24,TH,size.Leistus.niger,abunance.Leistus.niger,0.523148267,0.019540791,1.000000119,0.000836611,TRUE,0.534546469,trait affects abundance,0.001974818,0.210526316,0.720930233,0.813953488,0.720930233,0.813953488
885,25,TH,size.Platydracus.brachycerus,abunance.Platydracus.brachycerus,0.260504609,0.131527478,0.857142925,0.00443399,FALSE,0.266180408,trait affects abundance,0.001618795,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
886,26,TH,size.Dendroxena.sexcarinata,abunance.Dendroxena.sexcarinata,0.250351394,0.123405918,1.000000119,0.000836611,FALSE,0.255805978,trait affects abundance,0.008136159,0.157894737,0.720930233,0.813953488,0.720930233,0.813953488
887,27,TH,size.Niphades.variegatus,abunance.Niphades.variegatus,0.403972394,0.026213887,0.981980562,0.001188755,TRUE,0.412774026,trait affects abundance,0.000910818,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
888,28,TH,size.Platydracus.brevicornis,abunance.Platydracus.brevicornis,0.206376908,0.171557896,0.986013293,0.000365019,FALSE,0.210873388,trait affects abundance,0.002783773,0.138888889,0.720930233,0.813953488,0.720930233,0.813953488
889,29,TH,size.Anisodactylus.tricuspidatus,abunance.Anisodactylus.tricuspidatus,0.196950985,0.183119805,0.785714328,0.009374738,FALSE,0.201242095,trait affects abundance,0.001061409,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
890,30,TH,size.Gonocephalum.sp,abunance.Gonocephalum.sp,0.196992463,0.183067986,0.785714328,0.009374738,FALSE,0.201284478,trait affects abundance,0.001993568,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
891,31,TH,size.Aesalus.asiaticus,abunance.Aesalus.asiaticus,0.197317304,0.182662456,0.785714328,0.009374738,FALSE,0.201616396,trait affects abundance,0.000237159,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
892,32,TH,size.Calosoma.inquisitor,abunance.Calosoma.inquisitor,0.091367927,0.408102928,0.214285731,0.536186695,FALSE,0.093358625,trait affects abundance,0.008478273,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
893,33,TH,size.Carabus.gehinii,abunance.Carabus.gehinii,0.185767183,0.197390964,0.975900054,0.003897905,FALSE,0.189814624,trait affects abundance,0.017721477,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
894,34,TH,size.Cholevinae.,abunance.Cholevinae.,0.229717275,0.144802984,0.925820053,0.007680297,FALSE,0.234722288,trait affects abundance,4.19090909090909e-05,2.421666667,0.720930233,0.813953488,0.720930233,0.813953488
895,35,TH,size.Osorius.angustulus,abunance.Osorius.angustulus,0.226361855,0.148483245,0.925820053,0.007680297,FALSE,0.231293761,trait affects abundance,7.45681818181818e-05,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
896,36,TH,size.Anotylus.sp,abunance.Anotylus.sp,0.228182214,0.1464797,0.925820053,0.007680297,FALSE,0.233153782,trait affects abundance,3.23636363636364e-05,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
897,37,TH,size.Agelosus.carinatus,abunance.Agelosus.carinatus,0.398317542,0.052449223,1.000000119,0.000836611,FALSE,0.406995969,trait affects abundance,0.002426409,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
898,38,TH,size.Ontholestes.gracilis,abunance.Ontholestes.gracilis,0.227579022,0.147141766,0.925820053,0.007680297,FALSE,0.232537447,trait affects abundance,0.0009925,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
899,39,TH,size.Anatis.halonis,abunance.Anatis.halonis,0.349415306,0.049307979,1.000000119,0.000836611,TRUE,0.357028265,trait affects abundance,0.0004205,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
900,40,TH,size.Staphylinus.daimio,abunance.Staphylinus.daimio,0.349107737,0.049469961,1.000000119,0.000836611,TRUE,0.356713994,trait affects abundance,0.001471568,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
901,41,TH,size.Ischnosoma.sp,abunance.Ischnosoma.sp,0.312687758,0.071486835,0.981980562,0.001188755,FALSE,0.319500508,trait affects abundance,1.86590909090909e-05,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
902,42,TH,size.Nitidulidae.,abunance.Nitidulidae.,0.301972573,0.079088326,0.981980562,0.001188755,FALSE,0.308551863,trait affects abundance,7.06818181818182e-06,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
903,43,TH,size.Algon.grandicollis,abunance.Algon.grandicollis,0.082165664,0.354625774,0.214285731,0.536186695,FALSE,0.083955866,trait affects abundance,0.000869136,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
904,44,TH,abunance.Carabus.opaculus,size.Carabus.opaculus,0.965516532,2.67967394951274e-06,1,0.000263214,TRUE,0.986552925,abundance affects trait,0.106758484,1.284090909,0.720930233,0.813953488,0.720930233,0.813953488
905,45,TH,abunance.Phelotrupes.laevistriatus,size.Phelotrupes.laevistriatus,0.961024545,4.66473686899782e-05,1,0.000263214,TRUE,0.981963068,abundance affects trait,0.176562718,1.073106061,0.720930233,0.813953488,0.720930233,0.813953488
906,46,TH,abunance.Pterostichus.thunbergi,size.Pterostichus.thunbergi,0.947561745,0.000145834,1,0.000263214,TRUE,0.968206944,abundance affects trait,0.171403114,3.501231061,0.720930233,0.813953488,0.720930233,0.813953488
907,47,TH,abunance.Agrypnus.cordicollis,size.Agrypnus.cordicollis,0.260189392,0.194407893,1.000000119,0.000836611,FALSE,0.265858323,abundance affects trait,0.00363575,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
908,48,TH,abunance.Eusilpha.japonica,size.Eusilpha.japonica,0.636184867,0.005065373,1.000000119,0.000836611,TRUE,0.650045877,abundance affects trait,0.053232307,0.472222222,0.720930233,0.813953488,0.720930233,0.813953488
909,49,TH,abunance.Harpalus.laevipes,size.Harpalus.laevipes,0.230645689,0.291711386,0.928571463,0.001981735,FALSE,0.23567093,abundance affects trait,0.001913795,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
910,50,TH,abunance.Pterostichus.subovatus,size.Pterostichus.subovatus,0.273719144,0.228626623,0.857142925,0.00443399,FALSE,0.279682857,abundance affects trait,0.009172795,0.303030303,0.720930233,0.813953488,0.720930233,0.813953488
911,51,TH,abunance.Aleochara.sp,size.Aleochara.sp,0.272494652,0.167349052,1.000000119,0.000836611,FALSE,0.278431686,abundance affects trait,0.000508932,0.176470588,0.720930233,0.813953488,0.720930233,0.813953488
912,52,TH,abunance.Carabus.albrechti,size.Carabus.albrechti,0.332540883,0.226944211,0.785714328,0.009374738,FALSE,0.339786187,abundance affects trait,0.061536,0.333333333,0.720930233,0.813953488,0.720930233,0.813953488
913,53,TH,abunance.Scolytidae.,size.Scolytidae.,0.357555708,0.089173802,1.000000119,0.000836611,FALSE,0.365346028,abundance affects trait,7.06818181818182e-06,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
914,54,TH,abunance.Tachinus.mimulus,size.Tachinus.mimulus,0.160035058,0.379091585,0.642857194,0.035447955,FALSE,0.163521856,abundance affects trait,5.21704545454545e-05,0.125,0.720930233,0.813953488,0.720930233,0.813953488
915,55,TH,abunance.Mimela.sp,size.Mimela.sp,0.261931049,0.180380287,0.888888896,0.001229405,FALSE,0.267637926,abundance affects trait,0.001257682,0.157894737,0.720930233,0.813953488,0.720930233,0.813953488
916,56,TH,abunance.Bolitobius.setiger,size.Bolitobius.setiger,0.38992876,0.122509416,1.000000119,0.000836611,FALSE,0.398424414,abundance affects trait,0.000249273,0.157894737,0.720930233,0.813953488,0.720930233,0.813953488
917,57,TH,abunance.Synuchus.cycloderus,size.Synuchus.cycloderus,0.280621794,0.095845782,1.000000119,0.000836611,FALSE,0.2867359,abundance affects trait,0.018076,0.590909091,0.720930233,0.813953488,0.720930233,0.813953488
918,58,TH,abunance.Sphaeridiinae.,size.Sphaeridiinae.,0.258274304,0.184899543,1.000000119,0.000836611,FALSE,0.263901509,abundance affects trait,3.85681818181818e-05,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
919,59,TH,abunance.Synuchus.melantho,size.Synuchus.melantho,0.023746335,0.474309406,0.142857149,0.710523009,FALSE,0.024263713,abundance affects trait,0.001464455,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
920,60,TH,abunance.Agelasa.nigriceps,size.Agelasa.nigriceps,0.216091244,0.160095609,0.981980562,0.001188755,FALSE,0.220799377,abundance affects trait,0.000419614,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
921,61,TH,abunance.Physoronia.japonicus,size.Physoronia.japonicus,0.014525297,0.47378019,0.801783741,0.014814854,FALSE,0.01484177,abundance affects trait,0.000137205,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
922,62,TH,abunance.Carabidae.,size.Carabidae.,0,0.5,1,1,FALSE,0,abundance affects trait,1.24090909090909e-05,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
923,63,TH,abunance.Aleocharinae.,size.Aleocharinae.,0.62304255,0.002847161,1.000000119,0.000836611,TRUE,0.63661722,abundance affects trait,0.000409364,0.421052632,0.720930233,0.813953488,0.720930233,0.813953488
924,64,TH,abunance.Platydracus.sharpi,size.Platydracus.sharpi,0.305797606,0.1245952,0.944444418,0.000580668,FALSE,0.312460235,abundance affects trait,0.007669955,0.184210526,0.720930233,0.813953488,0.720930233,0.813953488
925,65,TH,abunance.Staphylinidae.,size.Staphylinidae.,0.198286746,0.24212527,1.000000119,0.000836611,FALSE,0.20260696,abundance affects trait,0.000108932,0.238095238,0.720930233,0.813953488,0.720930233,0.813953488
926,66,TH,abunance.Hylobius.haroldi,size.Hylobius.haroldi,0.272244245,0.222004193,0.928571463,0.001981735,FALSE,0.278175823,abundance affects trait,0.00384075,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
927,67,TH,abunance.Leistus.niger,size.Leistus.niger,0.483539473,0.057386314,1.000000119,0.000836611,FALSE,0.49407469,abundance affects trait,0.001974818,0.210526316,0.720930233,0.813953488,0.720930233,0.813953488
928,68,TH,abunance.Platydracus.brachycerus,size.Platydracus.brachycerus,0.38717582,0.07326449,1,0.002666712,FALSE,0.395611494,abundance affects trait,0.001618795,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
929,69,TH,abunance.Dendroxena.sexcarinata,size.Dendroxena.sexcarinata,0.196603085,0.297083,0.857142925,0.00443399,FALSE,0.200886615,abundance affects trait,0.008136159,0.157894737,0.720930233,0.813953488,0.720930233,0.813953488
930,70,TH,abunance.Niphades.variegatus,size.Niphades.variegatus,0.361720086,0.06512592,1.000000119,0.000836611,FALSE,0.369601138,abundance affects trait,0.000910818,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
931,71,TH,abunance.Platydracus.brevicornis,size.Platydracus.brevicornis,0.220587184,0.254620457,0.857142925,0.00443399,FALSE,0.225393274,abundance affects trait,0.002783773,0.138888889,0.720930233,0.813953488,0.720930233,0.813953488
932,72,TH,abunance.Anisodactylus.tricuspidatus,size.Anisodactylus.tricuspidatus,0.17905556,0.207204089,0.571428597,0.063486576,FALSE,0.182956771,abundance affects trait,0.001061409,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
933,73,TH,abunance.Gonocephalum.sp,size.Gonocephalum.sp,0.178893055,0.207329391,0.571428597,0.063486576,FALSE,0.182790725,abundance affects trait,0.001993568,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
934,74,TH,abunance.Aesalus.asiaticus,size.Aesalus.asiaticus,0.179328879,0.206818948,0.571428597,0.063486576,FALSE,0.183236044,abundance affects trait,0.000237159,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
935,75,TH,abunance.Calosoma.inquisitor,size.Calosoma.inquisitor,0.579187017,0.006907062,1.000000119,0.000836611,TRUE,0.591806175,abundance affects trait,0.008478273,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
936,76,TH,abunance.Carabus.gehinii,size.Carabus.gehinii,0.475073037,0.016793468,1.000000119,0.000836611,TRUE,0.48542379,abundance affects trait,0.017721477,0.111111111,0.720930233,0.813953488,0.720930233,0.813953488
937,77,TH,abunance.Cholevinae.,size.Cholevinae.,0.225847338,0.163470382,1.000000119,0.000836611,FALSE,0.230768034,abundance affects trait,4.19090909090909e-05,2.421666667,0.720930233,0.813953488,0.720930233,0.813953488
938,78,TH,abunance.Osorius.angustulus,size.Osorius.angustulus,0.292244343,0.135616187,1.000000119,0.000836611,FALSE,0.298611678,abundance affects trait,7.45681818181818e-05,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
939,79,TH,abunance.Anotylus.sp,size.Anotylus.sp,0.294091532,0.102007625,1.000000119,0.000836611,FALSE,0.300499113,abundance affects trait,3.23636363636364e-05,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
940,80,TH,abunance.Agelosus.carinatus,size.Agelosus.carinatus,0.370534562,0.092809515,1.000000119,0.000836611,FALSE,0.378607661,abundance affects trait,0.002426409,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
941,81,TH,abunance.Ontholestes.gracilis,size.Ontholestes.gracilis,0.270292437,0.12333704,0.857142925,0.00443399,FALSE,0.27618149,abundance affects trait,0.0009925,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
942,82,TH,abunance.Anatis.halonis,size.Anatis.halonis,0.107334306,0.312825919,0.909241259,0.002769589,FALSE,0.109672875,abundance affects trait,0.0004205,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
943,83,TH,abunance.Staphylinus.daimio,size.Staphylinus.daimio,0.106821991,0.31365749,0.909241259,0.002769589,FALSE,0.109149397,abundance affects trait,0.001471568,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
944,84,TH,abunance.Ischnosoma.sp,size.Ischnosoma.sp,0.464411651,0.031114065,1.000000119,0.000836611,TRUE,0.474530117,abundance affects trait,1.86590909090909e-05,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
945,85,TH,abunance.Nitidulidae.,size.Nitidulidae.,0.396639421,0.066054069,1.000000119,0.000836611,FALSE,0.405281285,abundance affects trait,7.06818181818182e-06,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
946,86,TH,abunance.Algon.grandicollis,size.Algon.grandicollis,0.209082208,0.168319328,1.000000119,0.000836611,FALSE,0.21363763,abundance affects trait,0.000869136,1.614444444,0.720930233,0.813953488,0.720930233,0.813953488
947,1,TJ,size.Pselaphinae.,abunance.Pselaphinae.,0.638174264,0.110551461,1.000000119,0.000836611,FALSE,0.912491222,trait affects abundance,8.53409090909091e-05,0.465909091,0.869565217,0.782608696,0.869565217,0.782608696
