,X.1,X,system,Cause,Effect,rho_Lmax,p_Z,Kendall_tau,Kendall_p,Convergence,Standardized_linkage_strength,direction,biomasss,trait.effect.abundance.total,abundance.effect.trait.total,Warming_rate,temp_mean,species_richness,type,species_richness_ln,biomasss_ln,abundances_ln,temp_mean_ln,Effect2,Taxa
1203,1203,61,4.3.finalss-87837,abunance.Synuchus.cycloderus,size.Synuchus.cycloderus,0.18682,0.1960223,1,0.000836611,FALSE,0.2642947,abundance affects trait,34.13586,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,1.533211,0.01797686,0.886465,size.Synuchus.cycloderus,Carabidae
1204,1204,62,4.3.finalss-87837,abunance.Carabidae.,size.Carabidae.,0.2290154,0.2531028,0.8571429,0.00443399,FALSE,0.3239886,abundance affects trait,1.65983,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.2200635,-0.3646991,0.886465,size.Carabidae.,Carabidae
1205,1205,63,4.3.finalss-87837,abunance.Sphaeridiinae.,size.Sphaeridiinae.,0.1959999,0.1843102,0.9285715,0.001981735,FALSE,0.2772816,abundance affects trait,0.1315606,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-0.8808741,-0.4393327,0.886465,size.Sphaeridiinae.,Sphaeridiinae
1206,1206,64,4.3.finalss-87837,abunance.Tachinus.sp3,size.Tachinus.sp3,0.1843154,0.1992868,0.9819806,0.001188755,FALSE,0.2607515,abundance affects trait,0.1609545,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-0.7932968,-0.7781513,0.886465,size.Tachinus.sp3,Staphylinidae
1207,1207,65,4.3.finalss-87837,abunance.Agrypnus.cordicollis,size.Agrypnus.cordicollis,0.3784968,0.08501712,0.9285715,0.001981735,FALSE,0.5354603,abundance affects trait,2.876227,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.4588232,-0.69897,0.886465,size.Agrypnus.cordicollis,Elateridae
1208,1208,66,4.3.finalss-87837,abunance.Calosoma.maximowiczi,size.Calosoma.maximowiczi,0.1549536,0.390776,0.5,0.07633281,FALSE,0.2192133,abundance affects trait,46.65811,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,1.668927,-0.60206,0.886465,size.Calosoma.maximowiczi,Carabidae
1209,1209,67,4.3.finalss-87837,abunance.Histeridae.,size.Histeridae.,0.2282086,0.2063088,1,0.000836611,FALSE,0.3228472,abundance affects trait,9.614795,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.98294,0.3260983,0.886465,size.Histeridae.,Histeridae
1210,1210,68,4.3.finalss-87837,abunance.Tachinus.mimulus,size.Tachinus.mimulus,0.1467378,0.2516793,1,0.000836611,FALSE,0.2075903,abundance affects trait,0.2330625,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-0.6325276,-0.3276822,0.886465,size.Tachinus.mimulus,Staphylinidae
1211,1211,69,4.3.finalss-87837,abunance.Holotrichia.picea,size.Holotrichia.picea,0.2725508,0.1674389,1,0.000836611,FALSE,0.3855783,abundance affects trait,5.201886,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.7161609,0.2080231,0.886465,size.Holotrichia.picea,Scarabaeidae
1212,1212,70,4.3.finalss-87837,abunance.Othius.rufipennis,size.Othius.rufipennis,0.03702916,0.4333965,0.9092413,0.002769589,FALSE,0.05238524,abundance affects trait,0.3082273,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-0.5111289,-0.9542425,0.886465,size.Othius.rufipennis,Staphylinidae
1213,1213,71,4.3.finalss-87837,abunance.Plesiophthalmus.nigrocyaneus,size.Plesiophthalmus.nigrocyaneus,0.6243787,0.004107143,1,0.000836611,TRUE,0.88331,abundance affects trait,4.909023,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.690995,-0.9542425,0.886465,size.Plesiophthalmus.nigrocyaneus,Tenebrionidae
1214,1214,72,4.3.finalss-87837,abunance.Synuchus.crocatus,size.Synuchus.crocatus,0.3519433,0.08383426,1,0.000836611,FALSE,0.497895,abundance affects trait,1.377386,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.1390558,-0.9542425,0.886465,size.Synuchus.crocatus,Carabidae
1215,1215,73,4.3.finalss-87837,abunance.Pterostichus.sp,size.Pterostichus.sp,0.3147811,0.1582297,1,0.000836611,FALSE,0.4453216,abundance affects trait,0.5585,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-0.2529768,-0.9294189,0.886465,size.Pterostichus.sp,Carabidae
1216,1216,74,4.3.finalss-87837,abunance.Calosoma.inquisitor,size.Calosoma.inquisitor,0.5437532,0.01096694,1,0.000263214,TRUE,0.7692489,abundance affects trait,56.52434,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,1.752236,-0.3125098,0.886465,size.Calosoma.inquisitor,Carabidae
1217,1217,75,4.3.finalss-87837,abunance.Pterostichus.microcephalus,size.Pterostichus.microcephalus,0.3436163,0.09714721,1,0.000836611,FALSE,0.4861148,abundance affects trait,1.181568,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.07245879,-0.9542425,0.886465,size.Pterostichus.microcephalus,Carabidae
1218,1218,76,4.3.finalss-87837,abunance.Staphylininae.,size.Staphylininae.,0.1787089,0.206701,0.9285715,0.001981735,FALSE,0.2528199,abundance affects trait,0.8703864,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-0.06028792,-0.7781513,0.886465,size.Staphylininae.,Staphylinidae
1219,1219,77,4.3.finalss-87837,abunance.Lagria.rufipennis,size.Lagria.rufipennis,0.3362192,0.08084868,1,0.000836611,FALSE,0.4756501,abundance affects trait,0.08577273,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-1.066651,0.2080231,0.886465,size.Lagria.rufipennis,Tenebrionidae 
1220,1220,78,4.3.finalss-87837,abunance.Aleocharinae.,size.Aleocharinae.,0.3012818,0.2437512,0.7142858,0.01874113,FALSE,0.4262241,abundance affects trait,0.03784091,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-1.422038,-0.440692,0.886465,size.Aleocharinae.,Staphylinidae
1221,1221,79,4.3.finalss-87837,abunance.Synuchus.sp,size.Synuchus.sp,0.4254966,0.08193329,1,0.000836611,FALSE,0.601951,abundance affects trait,0.02502273,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-1.601665,0.2080231,0.886465,size.Synuchus.sp,Carabidae
1222,1222,80,4.3.finalss-87837,abunance.Platydracus.brachycerus,size.Platydracus.brachycerus,0.1854929,0.4801604,-0.1428571,0.710523,FALSE,0.2624172,abundance affects trait,2.070182,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.3160085,-0.8016323,0.886465,size.Platydracus.brachycerus,Staphylinidae
1223,1223,81,4.3.finalss-87837,abunance.Poecilus.samurai,size.Poecilus.samurai,0.1788702,0.2073989,0.5714286,0.06348658,FALSE,0.2530482,abundance affects trait,2.68925,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.4296312,0.2080231,0.886465,size.Poecilus.samurai,Carabidae
1224,1224,82,4.3.finalss-87837,abunance.Anotylus.sp,size.Anotylus.sp,0.1792035,0.2062783,0.5714286,0.06348658,FALSE,0.2535196,abundance affects trait,0.05397727,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-1.267789,0.3841144,0.886465,size.Anotylus.sp,Staphylinidae
1225,1225,83,4.3.finalss-87837,abunance.Curculionidae.,size.Curculionidae.,0.3208298,0.1140728,0.9285715,0.001981735,FALSE,0.4538787,abundance affects trait,0.9665909,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-0.01475729,-0.9542425,0.886465,size.Curculionidae.,Curculionidae
1226,1226,84,4.3.finalss-87837,abunance.Caccobius.jessoensis,size.Caccobius.jessoensis,0.1789562,0.2073297,0.5714286,0.06348658,FALSE,0.2531698,abundance affects trait,0.5849318,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-0.2328948,0.2080231,0.886465,size.Caccobius.jessoensis,Scarabaeidae
1227,1227,85,4.3.finalss-87837,abunance.Ontholestes.gracilis,size.Ontholestes.gracilis,0.2133836,0.2426474,0.8888889,0.001229405,FALSE,0.3018743,abundance affects trait,1.830023,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.2624565,-0.9542425,0.886465,size.Ontholestes.gracilis,Staphylinidae
1228,1228,86,4.3.finalss-87837,abunance.Elateridae.,size.Elateridae.,0.3957498,0.04017712,1,0.002666712,TRUE,0.5598681,abundance affects trait,0.2263409,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-0.6452369,-0.9542425,0.886465,size.Elateridae.,Elateridae
1229,1229,87,4.3.finalss-87837,abunance.Anisolinus.elegans,size.Anisolinus.elegans,0.5587323,0.002213216,1,0.000263214,TRUE,0.7904398,abundance affects trait,0.3285,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-0.4834646,0.2080231,0.886465,size.Anisolinus.elegans,Staphylinidae
1230,1230,88,4.3.finalss-87837,abunance.Chlaenius.pallipes,size.Chlaenius.pallipes,0.4668684,0.02525193,1,0.000836611,TRUE,0.6604799,abundance affects trait,2.344341,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.3700208,0.2080231,0.886465,size.Chlaenius.pallipes,Carabidae
1231,1231,89,4.3.finalss-87837,abunance.Leiodinae.,size.Leiodinae.,0.4374425,0.05926873,1,0.000836611,FALSE,0.6188509,abundance affects trait,0.03059091,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-1.514408,0.2080231,0.886465,size.Leiodinae.,Leiodidae
1232,1232,90,4.3.finalss-87837,abunance.Scydmaenidae.,size.Scydmaenidae.,0.2316943,0.1928393,0.8571429,0.00443399,FALSE,0.3277785,abundance affects trait,0.004272727,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-2.369295,-0.7781513,0.886465,size.Scydmaenidae.,Staphylinidae
1233,1233,91,4.3.finalss-87837,abunance.Tachyporinae.,size.Tachyporinae.,0.3086288,0.1183065,1,0.000836611,FALSE,0.4366179,abundance affects trait,0.005681818,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-2.245513,0.2080231,0.886465,size.Tachyporinae.,Staphylinidae
1234,1234,92,4.3.finalss-87837,abunance.Orchestes.amurensis,size.Orchestes.amurensis,0.2962263,0.1004564,1,0.000836611,FALSE,0.4190721,abundance affects trait,0.03084091,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-1.510873,0.2080231,0.886465,size.Orchestes.amurensis,Curculionidae
1235,1235,93,4.3.finalss-87837,abunance.Lordithon.sp,size.Lordithon.sp,0.1196193,0.3264246,0.8571429,0.00443399,FALSE,0.1692257,abundance affects trait,0.1287727,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-0.8901761,-0.7346856,0.886465,size.Lordithon.sp,Staphylinidae
1236,1236,94,4.3.finalss-87837,abunance.Rugilus.sp,size.Rugilus.sp,0.3164242,0.1088503,1,0.000836611,FALSE,0.4476461,abundance affects trait,0.03472727,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-1.459329,-0.9542425,0.886465,size.Rugilus.sp,Staphylinidae
1237,1237,95,4.3.finalss-87837,abunance.Liatongus.minutus,size.Liatongus.minutus,0.1789323,0.2073043,0.5714286,0.06348658,FALSE,0.2531359,abundance affects trait,1.459295,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.1641432,0.2080231,0.886465,size.Liatongus.minutus,Scarabaeidae
1238,1238,96,4.3.finalss-87837,abunance.Margarinotus.weymarni,size.Margarinotus.weymarni,0.1790597,0.2072524,0.5714286,0.06348658,FALSE,0.2533162,abundance affects trait,1.144795,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.0587279,0.2080231,0.886465,size.Margarinotus.weymarni,Histeridae
1239,1239,97,4.3.finalss-87837,abunance.Zyras.sp,size.Zyras.sp,0.1765444,0.2096022,0.5714286,0.06348658,FALSE,0.2497578,abundance affects trait,0.02015909,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-1.695529,0.2080231,0.886465,size.Zyras.sp,Staphylinidae
1240,1240,98,4.3.finalss-87837,abunance.Sipalinus.gigas,size.Sipalinus.gigas,0.3706097,0.09274171,1,0.000836611,FALSE,0.5243024,abundance affects trait,19.44939,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,1.288906,0.2080231,0.886465,size.Sipalinus.gigas,Curculionidae
1241,1241,99,4.3.finalss-87837,abunance.Scaphisomini.,size.Scaphisomini.,0.3591612,0.09687665,1,0.000836611,FALSE,0.5081062,abundance affects trait,0.01679545,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-1.774808,0.2080231,0.886465,size.Scaphisomini.,Staphylinidae
1242,1242,100,4.3.finalss-87837,abunance.Acalolepta.fraudatrix,size.Acalolepta.fraudatrix,0.3141714,0.07047585,1,0.000836611,FALSE,0.4444591,abundance affects trait,3.191886,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.5040474,0.2080231,0.886465,size.Acalolepta.fraudatrix,Cerambycidae
1243,1243,101,4.3.finalss-87837,abunance.Scolytidae.,size.Scolytidae.,0.3127653,0.07143374,1,0.000836611,FALSE,0.4424698,abundance affects trait,0.04959091,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-1.304598,0.2080231,0.886465,size.Scolytidae.,Curculionidae
1244,1244,102,4.3.finalss-87837,abunance.Meloe.menoko,size.Meloe.menoko,0.1990042,0.1990655,1,0.000836611,FALSE,0.2815316,abundance affects trait,2.100545,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,0.3223321,0.2080231,0.886465,size.Meloe.menoko,Meloidae
1245,1245,103,4.3.finalss-87837,abunance.Cantharidae.,size.Cantharidae.,0.2245384,0.1505067,1,0.000836611,FALSE,0.317655,abundance affects trait,0.007613636,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-2.118408,0.2080231,0.886465,size.Cantharidae.,Cantharidae
1246,1246,104,4.3.finalss-87837,abunance.Homalota.sp,size.Homalota.sp,0.3388276,0.1370713,1,0.000836611,FALSE,0.4793402,abundance affects trait,0.002818182,0.75,0.8846154,0.06604655,7.699544,52,Terrestrial,1.716003,-2.550031,0.2080231,0.886465,size.Homalota.sp,Staphylinidae
1247,1247,1,4.3.finalss-87838,size.Pterostichus.sp,abunance.Pterostichus.sp,0.8822192,0.01060599,1,0.000836611,TRUE,1,trait affects abundance,8.366188,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,0.9225276,-0.09645786,1.225968,abunance.Pterostichus.sp,Carabidae
1248,1248,2,4.3.finalss-87838,size.Philonthus.kobensis,abunance.Philonthus.kobensis,0,0.5,1,1,FALSE,0,trait affects abundance,0.13085,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.8832263,-0.9294189,1.225968,abunance.Philonthus.kobensis,Staphylinidae
1249,1249,3,4.3.finalss-87838,size.Sipalinus.gigas,abunance.Sipalinus.gigas,0,0.5,1,1,FALSE,0,trait affects abundance,31.58315,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,1.499455,-0.6766936,1.225968,abunance.Sipalinus.gigas,Curculionidae
1250,1250,4,4.3.finalss-87838,size.Bolitobius.prolongatus,abunance.Bolitobius.prolongatus,0,0.5,1,1,FALSE,0,trait affects abundance,0.112025,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.950685,-0.9294189,1.225968,abunance.Bolitobius.prolongatus,Tachyporinae
1251,1251,5,4.3.finalss-87838,size.Holostrophus.lewisi,abunance.Holostrophus.lewisi,0,0.5,1,1,FALSE,0,trait affects abundance,0.122475,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.9119526,-0.9294189,1.225968,abunance.Holostrophus.lewisi,Tetratomidae
1252,1252,6,4.3.finalss-87838,size.Ischnosoma.sp,abunance.Ischnosoma.sp,0,0.5,1,1,FALSE,0,trait affects abundance,0.05155,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-1.287771,-0.7533277,1.225968,abunance.Ischnosoma.sp,Staphylinidae
1253,1253,7,4.3.finalss-87838,size.Aleocharinae.,abunance.Aleocharinae.,0,0.5,1,1,FALSE,0,trait affects abundance,0.137625,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.8613027,-0.9294189,1.225968,abunance.Aleocharinae.,Staphylinidae
1254,1254,8,4.3.finalss-87838,size.Clavicollis.fugiens,abunance.Clavicollis.fugiens,0,0.5,1,1,FALSE,0,trait affects abundance,0.016825,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-1.774045,-0.9294189,1.225968,abunance.Clavicollis.fugiens,Anthicidae
1255,1255,9,4.3.finalss-87838,size.Leiodinae.,abunance.Leiodinae.,0,0.5,1,1,FALSE,0,trait affects abundance,0.088825,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-1.051465,-0.9294189,1.225968,abunance.Leiodinae.,Leiodidae
1256,1256,10,4.3.finalss-87838,size.Agelosus.carinatus,abunance.Agelosus.carinatus,0.07687548,0.3702061,0.7200823,0.04149365,FALSE,0.08713876,trait affects abundance,7.694275,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,0.8861677,-0.6766936,1.225968,abunance.Agelosus.carinatus,Staphylinidae
1257,1257,11,4.3.finalss-87838,size.Agonum.aurelium,abunance.Agonum.aurelium,0,0.5,1,1,FALSE,0,trait affects abundance,0.6138,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.2119731,-0.7533277,1.225968,abunance.Agonum.aurelium,Carabidae
1258,1258,12,4.3.finalss-87838,size.Macrotomoderus.clavipes,abunance.Macrotomoderus.clavipes,0,0.5,1,1,FALSE,0,trait affects abundance,0.147275,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.831871,-0.6283889,1.225968,abunance.Macrotomoderus.clavipes,Anthicidae
1259,1259,13,4.3.finalss-87838,size.Nipponagonum.amphinomum,abunance.Nipponagonum.amphinomum,0,0.5,1,1,FALSE,0,trait affects abundance,1.69735,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,0.2297714,-0.6283889,1.225968,abunance.Nipponagonum.amphinomum,Carabidae
1260,1260,14,4.3.finalss-87838,size.Synuchus.congruus,abunance.Synuchus.congruus,0.4863853,0.05388753,1,0.002666712,FALSE,0.5513203,trait affects abundance,1.359825,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,0.133483,-0.544068,1.225968,abunance.Synuchus.congruus,Carabidae
1261,1261,15,4.3.finalss-87838,size.Notiophilus.impressifrons,abunance.Notiophilus.impressifrons,0.2457903,0.1402315,1,0.002666712,FALSE,0.2786046,trait affects abundance,2.033867,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,0.3083225,-0.2839967,1.225968,abunance.Notiophilus.impressifrons,Carabidae
1262,1262,16,4.3.finalss-87838,size.Tachinus.nakanei,abunance.Tachinus.nakanei,0,0.5,1,1,FALSE,0,trait affects abundance,0.14485,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.8390815,-0.9294189,1.225968,abunance.Tachinus.nakanei,Staphylinidae
1263,1263,17,4.3.finalss-87838,size.Nicrophorus.quadripunctatus,abunance.Nicrophorus.quadripunctatus,0,0.5,1,1,FALSE,0,trait affects abundance,7.70505,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,0.8867755,-0.9294189,1.225968,abunance.Nicrophorus.quadripunctatus,Silphidae
1264,1264,18,4.3.finalss-87838,size.Pselaphinae.,abunance.Pselaphinae.,0.3136545,0.08133772,0.9258201,0.007680297,FALSE,0.355529,trait affects abundance,0.0519,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-1.284833,-0.6766936,1.225968,abunance.Pselaphinae.,Staphylinidae
1265,1265,19,4.3.finalss-87838,size.Aleochara.sp,abunance.Aleochara.sp,0.3004567,0.09119154,1,0.002666712,FALSE,0.3405693,trait affects abundance,1.007525,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,0.003255831,-0.5797836,1.225968,abunance.Aleochara.sp,Staphylinidae
1266,1266,20,4.3.finalss-87838,size.Scolytidae.,abunance.Scolytidae.,0,0.5,1,1,FALSE,0,trait affects abundance,0.007875,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-2.103749,-0.9294189,1.225968,abunance.Scolytidae.,Curculionidae
1267,1267,21,4.3.finalss-87838,size.Sericania.sp,abunance.Sericania.sp,0,0.5,1,1,FALSE,0,trait affects abundance,2.2467,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,0.3515451,-0.9294189,1.225968,abunance.Sericania.sp,Scarabaeidae
1268,1268,22,4.3.finalss-87838,size.Trichotichnus.shibatai,abunance.Trichotichnus.shibatai,0,0.5,1,1,FALSE,0,trait affects abundance,0.8635,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.06373766,-0.9294189,1.225968,abunance.Trichotichnus.shibatai,Carabidae
1269,1269,23,4.3.finalss-87838,size.Ciidae.,abunance.Ciidae.,0,0.5,1,1,FALSE,0,trait affects abundance,0.010525,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-1.977778,-0.9294189,1.225968,abunance.Ciidae.,Ciidae
1270,1270,24,4.3.finalss-87838,size.Bolitobius.setiger,abunance.Bolitobius.setiger,0.2848067,0.1305818,1,0.002666712,FALSE,0.3228299,trait affects abundance,0.130475,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.8844727,-0.9294189,1.225968,abunance.Bolitobius.setiger,Tachyporinae
1271,1271,25,4.3.finalss-87838,size.Cryptophagidae.,abunance.Cryptophagidae.,0,0.5,1,1,FALSE,0,trait affects abundance,0.021625,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-1.665044,-0.9294189,1.225968,abunance.Cryptophagidae.,Cryptophagidae
1272,1272,26,4.3.finalss-87838,size.Microlera.ptinoides,abunance.Microlera.ptinoides,0,0.5,1,1,FALSE,0,trait affects abundance,0.027125,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-1.56663,-0.9294189,1.225968,abunance.Microlera.ptinoides,Cerambycidae
1273,1273,27,4.3.finalss-87838,size.Oxyomus.ishidai,abunance.Oxyomus.ishidai,0,0.5,1,1,FALSE,0,trait affects abundance,0.054425,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-1.264202,-0.9294189,1.225968,abunance.Oxyomus.ishidai,Scarabaeidae
1274,1274,28,4.3.finalss-87838,size.Elateridae.,abunance.Elateridae.,0,0.5,1,1,FALSE,0,trait affects abundance,1.384125,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,0.1411753,-0.9294189,1.225968,abunance.Elateridae.,Elateridae
1275,1275,29,4.3.finalss-87838,size.Eugnamptus.flavipes,abunance.Eugnamptus.flavipes,0,0.5,1,1,FALSE,0,trait affects abundance,0.180125,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.744426,-0.9294189,1.225968,abunance.Eugnamptus.flavipes,Attelabidae
1276,1276,30,4.3.finalss-87838,size.Plesiophthalmus.nigrocyaneus,abunance.Plesiophthalmus.nigrocyaneus,0.3959713,0.0460243,1,0.002666712,TRUE,0.4488355,trait affects abundance,11.94085,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,1.077035,-0.9294189,1.225968,abunance.Plesiophthalmus.nigrocyaneus,Tenebrionidae
1277,1277,31,4.3.finalss-87838,abunance.Pterostichus.sp,size.Pterostichus.sp,0.8465142,0.00437188,1,0.000836611,TRUE,0.9595282,abundance affects trait,8.366188,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,0.9225276,-0.09645786,1.225968,size.Pterostichus.sp,Carabidae
1278,1278,32,4.3.finalss-87838,abunance.Philonthus.kobensis,size.Philonthus.kobensis,0.02432978,0.45832,0.48795,0.1715631,FALSE,0.02757793,abundance affects trait,0.13085,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.8832263,-0.9294189,1.225968,size.Philonthus.kobensis,Staphylinidae
1279,1279,33,4.3.finalss-87838,abunance.Sipalinus.gigas,size.Sipalinus.gigas,0,0.5,1,1,FALSE,0,abundance affects trait,31.58315,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,1.499455,-0.6766936,1.225968,size.Sipalinus.gigas,Curculionidae
1280,1280,34,4.3.finalss-87838,abunance.Bolitobius.prolongatus,size.Bolitobius.prolongatus,0.01656853,0.4715912,0.3333333,0.3675208,FALSE,0.01878051,abundance affects trait,0.112025,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.950685,-0.9294189,1.225968,size.Bolitobius.prolongatus,Tachyporinae
1281,1281,35,4.3.finalss-87838,abunance.Holostrophus.lewisi,size.Holostrophus.lewisi,0.01742218,0.47013,0.39036,0.2876112,FALSE,0.01974813,abundance affects trait,0.122475,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.9119526,-0.9294189,1.225968,size.Holostrophus.lewisi,Tetratomidae
1282,1282,36,4.3.finalss-87838,abunance.Ischnosoma.sp,size.Ischnosoma.sp,0.02000429,0.4657121,0.29277,0.4475209,FALSE,0.02267496,abundance affects trait,0.05155,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-1.287771,-0.7533277,1.225968,size.Ischnosoma.sp,Staphylinidae
1283,1283,37,4.3.finalss-87838,abunance.Aleocharinae.,size.Aleocharinae.,0.01906158,0.4673246,0.4285714,0.2295562,FALSE,0.0216064,abundance affects trait,0.137625,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.8613027,-0.9294189,1.225968,size.Aleocharinae.,Staphylinidae
1284,1284,38,4.3.finalss-87838,abunance.Clavicollis.fugiens,size.Clavicollis.fugiens,0.01193644,0.4795261,0.2817181,0.5030015,FALSE,0.01353001,abundance affects trait,0.016825,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-1.774045,-0.9294189,1.225968,size.Clavicollis.fugiens,Anthicidae
1285,1285,39,4.3.finalss-87838,abunance.Leiodinae.,size.Leiodinae.,0.01760906,0.4698101,0.39036,0.2876112,FALSE,0.01995996,abundance affects trait,0.088825,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-1.051465,-0.9294189,1.225968,size.Leiodinae.,Leiodidae
1286,1286,40,4.3.finalss-87838,abunance.Agelosus.carinatus,size.Agelosus.carinatus,0.2655274,0.1209777,1,0.000836611,FALSE,0.3009767,abundance affects trait,7.694275,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,0.8861677,-0.6766936,1.225968,size.Agelosus.carinatus,Staphylinidae
1287,1287,41,4.3.finalss-87838,abunance.Agonum.aurelium,size.Agonum.aurelium,0.01728921,0.4703575,0.4285714,0.2295562,FALSE,0.01959741,abundance affects trait,0.6138,0.9333333,0.9333333,0.06697519,16.82551,30,Terrestrial,1.477121,-0.2119731,-0.7533277,1.225968,size.Agonum.aurelium,Carabidae
